                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8245,                 5.0631,                 4.3551,                0.00066,                0.19231,                0.00147,                0.00054,                 4.3311,                 5.2087,                 4.1529,                0.00046,                0.00046,                0.00046
